9320,Thawing Out,Léo is dragged to a nudist camping resort by his mother. Like most boys at the age of 12 or 13 being nude in public holds little appeal for Léo who protests by wearing extra layers. Until he meets a certain special girl who captures his heart and releases his inhibitions.
9321,Tailgate,A cocksure road-raging family man finds himself pursued and terrorized by the vengeful van driver he chooses to tailgate.
9322,China Moon,Detective Kyle Bodine falls for Rachel Munro who is trapped in a violent marriage. After shooting her husband Kyle relucantly agrees to help hide the body but Kyle's partner is showing an unusual flair for finding clues.
9323,See No Evil 2,A group of friends pays a late-night visit to the city morgue to surprise Amy on her birthday. But the surprise is on them when the one-eyed corpse of brutal psychopath Jacob Goodnight unexpectedly rises from a cold sub-basement slab turning their wild party into a terrifying slay-fest.
9324,Close to the Horizon,Jessica knows exactly what her life is supposed to look like and where it takes her. But then she meets Danny. He has a complicated past and could confuse all their plans. Jessica has to decide.
9325,T-34,In 1944 a courageous group of Russian soldiers managed to escape from German captivity in a half-destroyed legendary T-34 tank. Those were the times of unforgettable bravery fierce fighting unbreakable love and legendary miracles.
9326,Game of Love,Follows Vivien and Roy as their love story continues and leads them to Roy’s childhood home in Sicily to prepare for the sale of the family estate. During the visit a mysterious woman arrives and befriends Vivien much to Roy’s displeasure. Tensions build and lines are crossed as secrets from Roy’s past force the couple to face aspects of their relationship they did not know existed.
9327,You Won't Be Alone,In an isolated mountain village in 19th century Macedonia a young feral witch accidentally kills a peasant. She assumes the peasant's shape to see what life is like in her skin igniting a deep seated curiosity to experience life inside the bodies of others.
9328,The Call of Sex,A man finds a woman that reminds him of his long lost love: his step-sister with whom he initiated his sex life. But he is married and his wife wants proof of the cheating to get a divorce.
9329,The Dark Half,Thad Beaumont is the author of a highly successful series of violent pulp thrillers written under the pseudonym of ‘George Stark’ but when he decides to ‘kill-off’ his alter-ego in a mock ceremony it precipitates a string of sadistic murders matching those in his pulp novels which are soon discovered to be the work of Stark himself. Looking like a maniacal version of his counterpart Stark is not so willing to quit the writing game – even if it means coming after Thad's wife and their baby.
9330,Superman/Batman Public Enemies,United States President Lex Luthor uses the oncoming trajectory of a Kryptonite meteor to frame Superman and declare a $1 billion bounty on the heads of the Man of Steel and his ‘partner in crime’ Batman. Heroes and villains alike launch a relentless pursuit of Superman and Batman who must unite—and recruit help—to try and stave off the action-packed onslaught stop the meteor Luthors plot.
9331,Anatomy of Hell,A man rescues a woman from a suicide attempt in a gay nightclub. Walking the streets together she propositions him: She'll pay him to visit her at her isolated house for four consecutive nights. There he will silently watch her. He's reluctant but agrees. As the four nights progress they become more intimate with each other and a mutual fascination/revulsion develops. By the end of the four-day "contract" these two total strangers will have had a profound impact on each other.
9332,Milf,A group of nerdy college guys who can't seem to connect with girls their own age discover the excitement of hooking up with sexy older women.
9333,Key Largo,A hurricane swells outside but it's nothing compared to the storm within the hotel at Key Largo. There sadistic mobster Johnny Rocco holes up - and holds at gunpoint hotel owner James Temple his widowed daughter-in-law Nora and ex-GI Frank McCloud.
9334,Katyn,On September 1st 1939 Nazi Germany invades Poland unleashing World War II. On September 17th the Soviet Red Army crosses the border. The Polish army unable to fight on two fronts is defeated. Thousands of Polish men both military and government officials are captured by the invaders. Their fate will only be known several years later.
9335,The White Tiger,An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.
9336,The Peasants,Peasant girl Jagna is forced to marry the much older wealthy farmer Boryna despite her love for his son Antek. With time Jagna becomes the object of envy and disdain with the villagers and she must fight to preserve her independence.
9337,Norm of the North Keys to the Kingdom,When Norm returns to New York he is falsely accused of a crime and must work with his pals to get the case dismissed while also protecting his kingdom in a winner-take-all hockey tournament.
